#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_anuire;Anuire;Anuire;Anuire;;Anuire;;;;;;;;;x
e_anuire_adj;Anuirean;;anuirer;;;;;;;;;;;x
e_brechtuer;Brechtür;Brechtür;Brechtür;;Brechtür;;;;;;;;;x
e_brechtuer_adj;Brechtürian;;brechtürer;;;;;;;;;;;x
e_dwarves;Dwarves;Dwarves;Dwarves;;Dwarves;;;;;;;;;x
e_dwarves_adj;Dwarvesian;;dwarveser;;;;;;;;;;;x
e_eastern_elves;Eastern Elves;Eastern Elves;Eastern Elves;;Eastern Elves;;;;;;;;;x
e_eastern_elves_adj;Eastern Elvesian;;Eastern Elveser;;;;;;;;;;;x
e_khinasi;Khinasi;Khinasi;Khinasi;;Khinasi;;;;;;;;;x
e_khinasi_adj;Khinasian;;khinaser;;;;;;;;;;;x
e_rjurik_highlands;Rjurik Highlands;Rjurik Highlands;Rjurik Highlands;;Rjurik Highlands;;;;;;;;;x
e_rjurik_highlands_adj;Rjurik Highlandsian;;Rjurik Highlandser;;;;;;;;;;;x
e_vosgaard;Vosgaard;Vosgaard;Vosgaard;;Vosgaard;;;;;;;;;x
e_vosgaard_adj;Vosgaardian;;vosgaarder;;;;;;;;;;;x
e_western_elves;Western Elves;Western Elves;Western Elves;;Western Elves;;;;;;;;;x
e_western_elves_adj;Western Elvesian;;Western Elveser;;;;;;;;;;;x
