#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aaldnjor;Aaldnjor;Aaldnjor;Aaldnjor;;Aaldnjor;;;;;;;;;x
b_aaldnjor_adj;Aaldnjorian;;aaldnjorer;;;;;;;;;;;x
b_aaldnjor_2;Aaldnjor;Aaldnjor;Aaldnjor;;Aaldnjor;;;;;;;;;x
b_aaldnjor_2_adj;Aaldnjorian;;aaldnjorer;;;;;;;;;;;x
b_aaldnjor_3;Aaldnjor;Aaldnjor;Aaldnjor;;Aaldnjor;;;;;;;;;x
b_aaldnjor_3_adj;Aaldnjorian;;aaldnjorer;;;;;;;;;;;x
b_aaldnjor_4;Aaldnjor;Aaldnjor;Aaldnjor;;Aaldnjor;;;;;;;;;x
b_aaldnjor_4_adj;Aaldnjorian;;aaldnjorer;;;;;;;;;;;x
b_aaldvaar;Aaldvaar;Aaldvaar;Aaldvaar;;Aaldvaar;;;;;;;;;x
b_aaldvaar_adj;Aaldvaarian;;aaldvaarer;;;;;;;;;;;x
b_aaldvaar_2;Aaldvaar;Aaldvaar;Aaldvaar;;Aaldvaar;;;;;;;;;x
b_aaldvaar_2_adj;Aaldvaarian;;aaldvaarer;;;;;;;;;;;x
b_aaldvaar_3;Aaldvaar;Aaldvaar;Aaldvaar;;Aaldvaar;;;;;;;;;x
b_aaldvaar_3_adj;Aaldvaarian;;aaldvaarer;;;;;;;;;;;x
b_aaldvaar_4;Aaldvaar;Aaldvaar;Aaldvaar;;Aaldvaar;;;;;;;;;x
b_aaldvaar_4_adj;Aaldvaarian;;aaldvaarer;;;;;;;;;;;x
b_aaldvika;Aaldvika;Aaldvika;Aaldvika;;Aaldvika;;;;;;;;;x
b_aaldvika_adj;Aaldvikan;;aaldviker;;;;;;;;;;;x
b_aandjvor;Aandjvor;Aandjvor;Aandjvor;;Aandjvor;;;;;;;;;x
b_aandjvor_adj;Aandjvorian;;aandjvorer;;;;;;;;;;;x
b_aandjvor_hold;Aandjvor Hold;Aandjvor Hold;Aandjvor Hold;;Aandjvor Hold;;;;;;;;;x
b_aandjvor_hold_adj;Aandjvor Holdian;;Aandjvor Holder;;;;;;;;;;;x
b_aandjvor_moor;Aandjvor Moor;Aandjvor Moor;Aandjvor Moor;;Aandjvor Moor;;;;;;;;;x
b_aandjvor_moor_adj;Aandjvor Moorian;;Aandjvor Moorer;;;;;;;;;;;x
b_abagaytuy;Abagaytuy;Abagaytuy;Abagaytuy;;Abagaytuy;;;;;;;;;x
